"","y","m","wave","person","village","treated","post","policy"
"56",1.43087497418093,-0.803868132752245,2,19,1,0,1,0
"57",-1.13120241593781,1.15976955275678,3,19,1,0,1,0
"58",-1.23788773700126,0.47212276135177,1,1,2,1,0,0
"59",1.65761428536636,0.133645170047197,2,1,2,1,1,1
"60",3.24406952937833,2.02702349449334,3,1,2,1,1,1
"61",0.775489484038052,0.857046008295344,1,2,2,1,0,0
"62",1.09751369627132,0.707833636096767,2,2,2,1,1,1
"63",2.12104781469388,1.36493348446607,3,2,2,1,1,1
"64",-0.742386048591066,-0.402042490792841,1,3,2,1,0,0
"65",3.23899349004783,3.19212969398572,2,3,2,1,1,1
"66",3.37958189786776,0.492913603374061,3,3,2,1,1,1
"67",0.0703812209366297,0.243559967619346,1,4,2,1,0,0
"68",1.32018069052364,1.50720458237093,2,4,2,1,1,1
"69",1.11066248851537,1.43866972853101,3,4,2,1,1,1
"70",0.612736993825143,1.27468680737804,1,5,2,1,0,0
"71",3.78501467353606,2.88217163050661,2,5,2,1,1,1
"72",1.28972706465098,4.06815884194433,3,5,2,1,1,1
"73",1.88672840502397,-0.290611933856353,1,6,2,1,0,0
"74",4.24065892094213,2.72696809049649,2,6,2,1,1,1
"75",1.62354004315019,1.11625529860941,3,6,2,1,1,1
"76",1.07963570380571,-0.213644588337022,1,7,2,1,0,0
"77",3.3907504285762,2.7137879256853,2,7,2,1,1,1
"78",2.61980076295542,2.32794491807697,3,7,2,1,1,1
"79",-0.85711972817842,0.657329122223784,1,8,2,1,0,0
"80",2.37229662499381,2.4544060310491,2,8,2,1,1,1
"81",0.648300834485313,0.972525797592986,3,8,2,1,1,1
"82",0.875758733488234,-0.129198943672947,1,9,2,1,0,0
"83",3.03157916777759,2.05161063643804,2,9,2,1,1,1
"84",0.64831442731909,-0.680681213152171,3,9,2,1,1,1
"85",-0.305342963948588,0.858835390136966,1,10,2,1,0,0
"86",1.96055579320248,2.72172874624381,2,10,2,1,1,1
"87",1.8520323326005,-0.830580274882163,3,10,2,1,1,1
"88",1.35576909608694,-1.28794907462897,1,11,2,1,0,0
"89",2.1240863671937,1.37248226398575,2,11,2,1,1,1
"90",3.29528485127874,2.45125686714965,3,11,2,1,1,1
"91",0.286766010668307,0.948844674554365,1,12,2,1,0,0
"92",0.784837262528241,1.17818265861853,2,12,2,1,1,1
"93",4.37068938889341,2.99411095715141,3,12,2,1,1,1
"94",0.542823988702671,0.499884583531892,1,13,2,1,0,0
"95",3.115090381888,2.49328901749594,2,13,2,1,1,1
"96",2.69734062146233,2.27249574984098,3,13,2,1,1,1
"97",-0.501392496854975,0.529946687312279,1,14,2,1,0,0
"98",3.40761905414744,3.27051867757362,2,14,2,1,1,1
"99",2.50158195798913,1.48231115191478,3,14,2,1,1,1
"100",0.952598708806518,1.20319618939462,1,15,2,1,0,0
"101",0.581698403788385,0.381986219670329,2,15,2,1,1,1
"102",2.44869370540544,3.4744267208485,3,15,2,1,1,1
"103",2.08181525866832,2.72983471459672,1,16,2,1,0,0
"104",0.491819900902126,-0.162405409351276,2,16,2,1,1,1
"105",3.00863646912509,1.89948684307257,3,16,2,1,1,1
"106",0.478290386950495,0.283444559282766,1,17,2,1,0,0
"107",0.198461766539388,0.823148094687612,2,17,2,1,1,1
"108",2.08301594519146,0.984487361215976,3,17,2,1,1,1
"109",-1.26081397523184,-0.0100085023395359,1,18,2,1,0,0
"110",2.73091203383032,1.80285880978899,2,18,2,1,1,1
"111",1.99479437832551,1.07651743593046,3,18,2,1,1,1
"112",-0.0579329380093363,0.463684533882109,1,19,2,1,0,0
"113",1.52270473448126,1.34168656137783,2,19,2,1,1,1
"114",2.58893370067975,1.03093892306218,3,19,2,1,1,1
"115",-1.06004373383466,-0.331243405980475,1,1,3,1,0,0
"116",2.58114832340892,1.63045476895595,2,1,3,1,1,1
"117",2.0248343262147,2.75159973741131,3,1,3,1,1,1
"118",2.02614299418602,0.43084939211787,1,2,3,1,0,0
"119",-0.196098007701759,1.52446244585078,2,2,3,1,1,1
"120",2.64803399132297,2.77274178524508,3,2,3,1,1,1
"121",-0.321741978836101,0.639478578072526,1,3,3,1,0,0
"122",0.719547877576314,-0.0105470624823647,2,3,3,1,1,1
"123",1.20914109342488,0.435184201024105,3,3,3,1,1,1
"124",0.304745851768815,0.0705210898892642,1,4,3,1,0,0
"125",1.49481557221334,2.71037159939864,2,4,3,1,1,1
"126",1.02933094252394,1.32511551183396,3,4,3,1,1,1
"127",1.41440014057886,-0.717618151113183,1,5,3,1,0,0
"128",3.71593603609794,3.52039304777624,2,5,3,1,1,1
"129",2.88395074735258,0.329996039250887,3,5,3,1,1,1
"130",1.50336598267465,1.51658081519872,1,6,3,1,0,0
"131",-0.453636141697528,-0.268658878066592,2,6,3,1,1,1
"132",0.838856245306803,2.06602145489479,3,6,3,1,1,1
"133",1.22672244439539,-0.689750386926024,1,7,3,1,0,0
"134",0.583747376917094,1.08780094787848,2,7,3,1,1,1
"135",0.808740699480048,2.1927512847872,3,7,3,1,1,1
"136",-1.95644463645859,-1.87238250004025,1,8,3,1,0,0
"137",1.78070356707748,0.492687187619067,2,8,3,1,1,1
"138",2.54510178195211,1.79633024834256,3,8,3,1,1,1
"139",-0.360375905292752,1.03233523727055,1,9,3,1,0,0
"140",1.71373494729599,1.96382065905945,2,9,3,1,1,1
"141",2.36813886238749,1.80454733738449,3,9,3,1,1,1
"142",1.43817238913202,0.133048452791526,1,10,3,1,0,0
"143",2.26124497035633,1.51817236316759,2,10,3,1,1,1
"144",0.186459487030967,2.61954591931486,3,10,3,1,1,1
"145",-0.504171985294446,-0.787489028910078,1,11,3,1,0,0
"146",2.49350785091413,1.95663885109278,2,11,3,1,1,1
"147",1.21756806453144,0.827363519528327,3,11,3,1,1,1
"148",0.232718323101878,-0.555974828471676,1,12,3,1,0,0
"149",1.72059876779156,1.61781802772972,2,12,3,1,1,1
"150",1.44399962122399,1.68473337572469,3,12,3,1,1,1
"151",-2.01538148287262,0.764543671075005,1,13,3,1,0,0
"152",4.15676469699065,3.43752875362321,2,13,3,1,1,1
"153",0.845630118270659,2.36638053199589,3,13,3,1,1,1
"154",0.960318941700608,-1.46313964838753,1,14,3,1,0,0
"155",-0.618040265350743,1.35240483068743,2,14,3,1,1,1
"156",1.15844641943012,0.919529492952236,3,14,3,1,1,1
"157",-1.4111851937398,-0.96544721318869,1,15,3,1,0,0
"158",2.34287462233606,2.3747700759805,2,15,3,1,1,1
"159",2.33199300437741,1.97526277902328,3,15,3,1,1,1
"160",-0.495690151686336,0.518718896884907,1,16,3,1,0,0
"161",2.74539438261712,2.23991269620784,2,16,3,1,1,1
"162",3.16044514728878,1.43156307403598,3,16,3,1,1,1
"163",1.4852130464329,-0.571719380664324,1,17,3,1,0,0
"164",1.78603392162897,2.54386512512748,2,17,3,1,1,1
"165",2.0075126729266,1.30580049365903,3,17,3,1,1,1
"166",1.28849873959317,0.509469167428739,1,18,3,1,0,0
"167",2.47132786312206,2.04560135818392,2,18,3,1,1,1
"168",2.58140216999629,2.78474541490305,3,18,3,1,1,1
"169",1.81665329443467,1.05625048959887,1,19,3,1,0,0
"170",2.83655249406359,1.03620766517763,2,19,3,1,1,1
"171",4.31936222311097,3.61733621147285,3,19,3,1,1,1
"172",-0.72845162076987,-0.216597316940901,1,1,4,0,0,0
"173",-0.341202269515132,-0.236933081555019,2,1,4,0,1,0
"174",0.176014730676551,0.424432379637318,3,1,4,0,1,0
"175",2.32230720223017,-0.180791663392292,1,2,4,0,0,0
"176",2.15359797658748,3.23429371912034,2,2,4,0,1,0
"177",0.116677976024342,-1.57184174716956,3,2,4,0,1,0
"178",0.722573624421609,-0.142228736233447,1,3,4,0,0,0
"179",1.77679392130623,0.680321365499557,2,3,4,0,1,0
"180",0.251978337706775,-0.641216842130524,3,3,4,0,1,0
"181",0.402445975314942,-0.231714760397312,1,4,4,0,0,0
"182",0.383867419367487,-1.02596908123188,2,4,4,0,1,0
"183",0.302959701211586,-0.141427219659495,3,4,4,0,1,0
"184",-0.52881830503934,-1.13219038015649,1,5,4,0,0,0
"185",-0.214375241363081,-1.58575817322983,2,5,4,0,1,0
"186",0.564473453093219,1.72439400692586,3,5,4,0,1,0
"187",2.68373743747783,1.95762490546399,1,6,4,0,0,0
"188",3.07294010524967,0.806604734798371,2,6,4,0,1,0
"189",-2.04119173322963,-0.255263889456476,3,6,4,0,1,0
"190",0.013391884051228,0.854692944045487,1,7,4,0,0,0
"191",-0.493935909884562,0.154170307646427,2,7,4,0,1,0
"192",-1.03327165185266,-0.53139436514472,3,7,4,0,1,0
"193",-2.81325488977738,-1.37708811926585,1,8,4,0,0,0
"194",-0.349413649034228,-0.0974480227787944,2,8,4,0,1,0
"195",0.839526024990991,0.656476186370848,3,8,4,0,1,0
"196",3.0636988763366,0.710781875815744,1,9,4,0,0,0
"197",-2.3312778369492,-2.21853154195837,2,9,4,0,1,0
"198",-0.889434497164239,0.615470255033788,3,9,4,0,1,0
"199",0.451342325295188,-0.879688767401282,1,10,4,0,0,0
"200",-2.08611842011,-0.680756349135587,2,10,4,0,1,0
"201",-0.546564992150823,-2.2381162044578,3,10,4,0,1,0
"202",-0.276137497457949,-0.255987219689168,1,11,4,0,0,0
"203",0.381789314779466,-0.352979636996187,2,11,4,0,1,0
"204",1.41698126667799,-0.256538269358364,3,11,4,0,1,0
"205",0.893028892303219,-1.51196191114221,1,12,4,0,0,0
"206",0.314922473782466,-0.097223388273079,2,12,4,0,1,0
"207",1.3435520945748,-0.997148048426687,3,12,4,0,1,0
"208",-1.0425794484342,-0.164760278475158,1,13,4,0,0,0
"209",0.996361781092813,0.208244053749571,2,13,4,0,1,0
"210",-0.167764205536349,0.647829555983296,3,13,4,0,1,0
"211",0.27025487327854,-0.599297225808792,1,14,4,0,0,0
"212",0.629325450515172,1.68974829410709,2,14,4,0,1,0
"213",1.63986023480798,0.755838417411636,3,14,4,0,1,0
"214",2.82909770997765,2.55986421589506,1,15,4,0,0,0
"215",-0.254239630952633,-0.208418413660262,2,15,4,0,1,0
"216",0.512283900492724,0.50747530953276,3,15,4,0,1,0
"217",0.0280377137486718,0.0445700177647093,1,16,4,0,0,0
"218",1.57456982899917,1.12641553496106,2,16,4,0,1,0
"219",-0.0914291417559305,0.938426001178256,3,16,4,0,1,0
"220",0.58226193101805,1.77194325961465,1,17,4,0,0,0
"221",0.412367074363804,0.0873582596837731,2,17,4,0,1,0
"222",-1.08865732022416,-0.376586510727947,3,17,4,0,1,0
"223",0.335690290068076,-1.0511130891867,1,18,4,0,0,0
"224",-1.1038277796239,-0.660584727744385,2,18,4,0,1,0
"225",2.08785782593815,1.7819950946633,3,18,4,0,1,0
"226",1.04181569233989,0.111571336646665,1,19,4,0,0,0
"227",1.0249097235738,1.15879217625233,2,19,4,0,1,0
"228",-0.846610298107832,-0.0409531532363446,3,19,4,0,1,0
"229",0.332002560560645,-0.461832856760061,1,1,5,0,0,0
"230",0.877915876913111,-1.0701857435533,2,1,5,0,1,0
"231",-1.41217476362373,-1.4797036870893,3,1,5,0,1,0
"232",0.818460953992022,-0.278897778219302,1,2,5,0,0,0
"233",1.63394292767696,1.46647596169373,2,2,5,0,1,0
"234",-1.27165860345212,-1.76684912057518,3,2,5,0,1,0
"235",-1.34715061356741,-0.723616067947457,1,3,5,0,0,0
"236",-0.788076558401204,0.57764125131514,2,3,5,0,1,0
"237",-0.131455358496474,1.65478050921716,3,3,5,0,1,0
"238",0.786646509516706,0.28710056852431,1,4,5,0,0,0
"239",-1.5294090486609,-1.42685667116549,2,4,5,0,1,0
"240",1.25757610279167,0.476747076210028,3,4,5,0,1,0
"241",-1.97722741551658,-0.985413554409185,1,5,5,0,0,0
"242",0.321360063943819,1.38957679047599,2,5,5,0,1,0
"243",0.204793052038296,0.747937266032947,3,5,5,0,1,0
"244",0.0366215199108869,0.805062081482511,1,6,5,0,0,0
"245",1.12008173340969,0.203901983398228,2,6,5,0,1,0
"246",1.5080939652527,1.88582508865036,3,6,5,0,1,0
"247",-2.57131146322345,-0.801597624916587,1,7,5,0,0,0
"248",-0.0939112064709754,-0.661422670223647,2,7,5,0,1,0
"249",1.91600064883245,-0.36857731165623,3,7,5,0,1,0
"250",-0.208985876052589,1.05216161130765,1,8,5,0,0,0
"251",0.619264575108354,-0.69308304801103,2,8,5,0,1,0
"252",1.27542699115461,-0.365496179860109,3,8,5,0,1,0
"253",-0.175793748427745,2.05496513434343,1,9,5,0,0,0
"254",0.58222371315744,1.00518056147889,2,9,5,0,1,0
"255",1.52156890355946,0.723184891423815,3,9,5,0,1,0
"256",1.38166754041808,-1.03538114694109,1,10,5,0,0,0
"257",1.76011207555953,0.194370541414492,2,10,5,0,1,0
"258",0.517034076846002,0.481890812508523,3,10,5,0,1,0
"259",0.292828626836478,0.0939630745802977,1,11,5,0,0,0
"260",-0.891116395082241,0.680026103561841,2,11,5,0,1,0
"261",0.0236515507251669,-0.473566194870471,3,11,5,0,1,0
"262",0.764042938763033,1.75403695106755,1,12,5,0,0,0
"263",-0.216351804946706,0.125509156353569,2,12,5,0,1,0
"264",1.45984516371786,-0.516363082622164,3,12,5,0,1,0
"265",-0.618921261103296,-1.87400854453906,1,13,5,0,0,0
"266",-0.480527171648474,0.740495554701533,2,13,5,0,1,0
"267",0.659658853707745,1.55798823627047,3,13,5,0,1,0
"268",-0.0901900463371381,-0.569769749598148,1,14,5,0,0,0
"269",-1.5194319838358,0.107368018187381,2,14,5,0,1,0
"270",2.28323903558214,1.71902173428008,3,14,5,0,1,0
"271",0.448587640318282,0.061006206300654,1,15,5,0,0,0
"272",2.53099918753808,1.58468543901268,2,15,5,0,1,0
"273",-1.6153820969479,-1.3184437005761,3,15,5,0,1,0
"274",-0.641171697018184,0.183225481837982,1,16,5,0,0,0
"275",-0.915715982939802,0.324168400145052,2,16,5,0,1,0
"276",0.255117769125562,-0.523796011469863,3,16,5,0,1,0
"277",-0.487482489823237,-1.66110568149654,1,17,5,0,0,0
"278",1.82828680542485,1.74274276933802,2,17,5,0,1,0
"279",2.37552171470893,3.27555879179796,3,17,5,0,1,0
"280",0.0173024549402247,0.119419626503893,1,18,5,0,0,0
"281",0.348030212557706,0.207756692786329,2,18,5,0,1,0
"282",1.47000492355239,-1.52271661703159,3,18,5,0,1,0
"283",0.916114121409222,0.81730484397406,1,19,5,0,0,0
"284",0.653926282602761,0.658389673176649,2,19,5,0,1,0
"285",1.0834911869117,-0.796018610411294,3,19,5,0,1,0
"286",-0.870792732572123,-0.0451386956268572,1,1,6,1,0,0
"287",2.69664062860427,0.880548324149124,2,1,6,1,1,1
"288",3.27555111307588,2.12942414871583,3,1,6,1,1,1
"289",0.849829878015774,0.14628329449409,1,2,6,1,0,0
"290",0.858965561367118,1.71128598821941,2,2,6,1,1,1
"291",2.18978919075241,2.50675098231027,3,2,6,1,1,1
"292",0.816530421948162,0.401167432171848,1,3,6,1,0,0
"293",1.77024478263476,2.2452010579223,2,3,6,1,1,1
"294",1.33399165769501,1.3884131464567,3,3,6,1,1,1
"295",-2.17236399153922,-0.893559231789565,1,4,6,1,0,0
"296",0.349717976700269,2.26747674191257,2,4,6,1,1,1
"297",-0.968420943634527,1.01178950072163,3,4,6,1,1,1
"298",-0.228343224761083,-0.164685234688342,1,5,6,1,0,0
"299",1.42167512775849,2.16055294868335,2,5,6,1,1,1
"300",3.00219171463905,1.36898078192811,3,5,6,1,1,1
"301",2.1980410846177,0.952421588520754,1,6,6,1,0,0
"302",3.87736840771251,1.88594228101134,2,6,6,1,1,1
"303",3.28937057627319,1.9896634693425,3,6,6,1,1,1
"304",2.01950369102721,1.73077582614807,1,7,6,1,0,0
"305",1.24666274518408,1.59001957649837,2,7,6,1,1,1
"306",2.0051273514561,1.13207129993915,3,7,6,1,1,1
"307",-0.490914361403007,-1.66465287998277,1,8,6,1,0,0
"308",-0.0431573026460104,0.383741402865827,2,8,6,1,1,1
"309",1.64046375081658,1.36268754301173,3,8,6,1,1,1
"310",0.757435940643733,1.47678508425428,1,9,6,1,0,0
"311",0.942519973358207,0.0404672631339871,2,9,6,1,1,1
"312",2.18591145889381,2.09148035213385,3,9,6,1,1,1
"313",-0.779664595664394,0.179944185104911,1,10,6,1,0,0
"314",1.1047744508618,0.880654345740249,2,10,6,1,1,1
"315",2.75464274723918,4.1198447177055,3,10,6,1,1,1
"316",-0.0736718410936042,0.431817523241009,1,11,6,1,0,0
"317",1.91546552528049,2.48112332280692,2,11,6,1,1,1
"318",0.00617820962865012,-1.04236834240096,3,11,6,1,1,1
"319",-0.386340061250043,0.653822134538959,1,12,6,1,0,0
"320",-1.22654333404618,1.11986970289493,2,12,6,1,1,1
"321",1.51830568230223,1.6507384578765,3,12,6,1,1,1
"322",-0.486571579009386,-0.694655152718304,1,13,6,1,0,0
"323",0.665841257192296,1.37510440608045,2,13,6,1,1,1
"324",0.175191306999968,1.68887063255447,3,13,6,1,1,1
"325",2.28309484786783,0.939932223419903,1,14,6,1,0,0
"326",2.37240704867496,1.73241860545905,2,14,6,1,1,1
"327",-0.618952671768699,0.591060320279592,3,14,6,1,1,1
"328",-0.0887327624914265,1.06315877380467,1,15,6,1,0,0
"329",1.22624985730257,-0.81161228015374,2,15,6,1,1,1
"330",2.95262686190194,2.34960031982915,3,15,6,1,1,1
"331",0.18105677315922,-0.955415527363466,1,16,6,1,0,0
"332",1.96563408676212,1.30035090435681,2,16,6,1,1,1
"333",3.07441949117441,1.82968135704022,3,16,6,1,1,1
"334",1.56436190338204,1.51904822973653,1,17,6,1,0,0
"335",0.777855137515092,1.42099939872396,2,17,6,1,1,1
"336",1.83477414891165,-0.00937274807205224,3,17,6,1,1,1
"337",2.8585112852361,0.855946926760227,1,18,6,1,0,0
"338",3.1966174527398,1.69249366032955,2,18,6,1,1,1
"339",0.730761732424759,0.499843066289062,3,18,6,1,1,1
"340",0.930592945841863,0.110167566539435,1,19,6,1,0,0
"341",-0.838492459851841,1.85652554537532,2,19,6,1,1,1
"342",0.392354466225481,1.66716924580714,3,19,6,1,1,1
"343",0.255279015707975,0.0437802161428769,1,1,7,0,0,0
"344",0.308811896792085,-0.075078114270557,2,1,7,0,1,0
"345",1.30983228033928,0.870454294535578,3,1,7,0,1,0
"346",-0.0014365091792492,-0.593876817555381,1,2,7,0,0,0
"347",0.0100458300230028,-1.10068570821691,2,2,7,0,1,0
"348",0.891741191404482,1.12803548998452,3,2,7,0,1,0
"349",-0.996280718507181,-0.761233160863292,1,3,7,0,0,0
"350",0.259521051210145,0.679736691741675,2,3,7,0,1,0
"351",-0.272527355332895,-0.370935482011835,3,3,7,0,1,0
"352",-0.953248189073228,-0.445235892422022,1,4,7,0,0,0
"353",0.134896826690971,-0.608791800816158,2,4,7,0,1,0
"354",0.247173875129731,-1.01096086482593,3,4,7,0,1,0
"355",-0.51138776119357,0.668119048597217,1,5,7,0,0,0
"356",0.561512847950104,-0.433145671687535,2,5,7,0,1,0
"357",-0.508012885259427,-0.688867993714306,3,5,7,0,1,0
"358",-0.356872831712063,0.328185560807,1,6,7,0,0,0
"359",0.680288066786862,-0.158031487975346,2,6,7,0,1,0
"360",0.472592007011757,-1.66201502168445,3,6,7,0,1,0
"361",-1.49348735171821,-0.0989932409444487,1,7,7,0,0,0
"362",0.343704866844533,0.057644058611906,2,7,7,0,1,0
"363",1.30466380615068,0.231100251108854,3,7,7,0,1,0
"364",-0.127045128741105,-0.849988431154804,1,8,7,0,0,0
"365",2.85832805906317,0.49785632699322,2,8,7,0,1,0
"366",0.0935796393939036,-0.0903984531587472,3,8,7,0,1,0
"367",-0.338263679980196,-0.885097785918793,1,9,7,0,0,0
"368",1.64610095910487,-0.316711021095113,2,9,7,0,1,0
"369",-0.299609775544339,0.681169798811532,3,9,7,0,1,0
"370",0.873083027795793,-0.458854229745985,1,10,7,0,0,0
"371",-0.44622518717445,0.237284555294049,2,10,7,0,1,0
"372",0.677793917720048,-1.02997161983342,3,10,7,0,1,0
"373",0.168704320900472,2.54571527409349,1,11,7,0,0,0
"374",-0.047428621734803,0.494496168407305,2,11,7,0,1,0
"375",0.616210805285982,0.489698806900244,3,11,7,0,1,0
"376",-1.66576440380563,-0.416228270271183,1,12,7,0,0,0
"377",0.965140748318933,0.457686054472883,2,12,7,0,1,0
"378",-6.11420382780059e-05,0.559226283170936,3,12,7,0,1,0
"379",-0.637034187653286,-0.62726822187913,1,13,7,0,0,0
"380",-0.0115940125815833,0.106304157459828,2,13,7,0,1,0
"381",-1.64681836995936,-0.751132716603669,3,13,7,0,1,0
"382",-0.812427997407882,-2.60673087182328,1,14,7,0,0,0
"383",0.358116449306387,-0.421081751492222,2,14,7,0,1,0
"384",0.742678771325473,0.285663782284908,3,14,7,0,1,0
"385",1.90297369776629,0.616752343171055,1,15,7,0,0,0
"386",0.215768968821502,1.44688448217071,2,15,7,0,1,0
"387",1.04752454787424,0.045312744204525,3,15,7,0,1,0
"388",-1.01066006411319,0.145712302118472,1,16,7,0,0,0
"389",-1.95474363962458,0.10889765405791,2,16,7,0,1,0
"390",0.304159505358036,-0.396605148881497,3,16,7,0,1,0
"391",0.929359842221987,0.153367190470535,1,17,7,0,0,0
"392",-1.14699904440655,0.213004902309903,2,17,7,0,1,0
"393",-0.090803389517756,1.069640252186,3,17,7,0,1,0
"394",1.24428805420909,0.762285646736223,1,18,7,0,0,0
"395",2.39060726453391,1.18686315248675,2,18,7,0,1,0
"396",1.25266538068675,2.36793255698091,3,18,7,0,1,0
"397",2.19602950620273,-0.921579553229939,1,19,7,0,0,0
"398",0.292168733087889,-2.43024220022765,2,19,7,0,1,0
"399",1.76942807423486,1.48642899137612,3,19,7,0,1,0
"400",3.40839926524611,1.89445249398251,1,1,8,0,0,0
"401",-0.586550043169589,0.626803146336665,2,1,8,0,1,0
"402",-1.09338214487616,0.965707322550568,3,1,8,0,1,0
"403",-1.69726786943397,-1.64598328978024,1,2,8,0,0,0
"404",1.84054280313578,0.427423613487907,2,2,8,0,1,0
"405",-0.801729010483283,0.179799582495853,3,2,8,0,1,0
"406",0.437682783381399,-2.13196431160656,1,3,8,0,0,0
"407",-1.48306639643084,-0.540742677058196,2,3,8,0,1,0
"408",1.53056091032189,0.47004551874593,3,3,8,0,1,0
"409",1.7145919743643,-1.16327955933576,1,4,8,0,0,0
"410",-0.756392568489074,0.583058345233237,2,4,8,0,1,0
"411",1.09543483260228,-1.19875964151936,3,4,8,0,1,0
"412",-0.30291675908265,0.357385490384599,1,5,8,0,0,0
"413",0.987230455175758,-0.252940225464585,2,5,8,0,1,0
"414",0.514842229962154,0.571518844636278,3,5,8,0,1,0
"415",0.255927600928174,0.0356758467547525,1,6,8,0,0,0
"416",-1.8954278937494,-0.920978093825373,2,6,8,0,1,0
"417",1.72641053582035,1.66009569953308,3,6,8,0,1,0
"418",1.02334612061933,-0.157091382219676,1,7,8,0,0,0
"419",-1.40293883415164,-1.76784396842379,2,7,8,0,1,0
"420",1.02845473085101,0.93828793536583,3,7,8,0,1,0
"421",-0.526941576114799,0.139496375733185,1,8,8,0,0,0
"422",-0.478737526539989,0.0715879761643998,2,8,8,0,1,0
"423",1.38823916955579,1.19923793628294,3,8,8,0,1,0
"424",-1.66627936188167,-1.70692672118135,1,9,8,0,0,0
"425",-1.19300396977536,1.24101303740506,2,9,8,0,1,0
"426",-0.496768774640253,0.18252372393295,3,9,8,0,1,0
"427",-0.0563380092132952,-0.844447020302434,1,10,8,0,0,0
"428",1.62482917650468,-1.19358081448735,2,10,8,0,1,0
"429",-0.490143814020799,-0.0961640627575314,3,10,8,0,1,0
"430",-1.85449600860001,-0.769551899938795,1,11,8,0,0,0
"431",0.545117176902315,0.527592143957956,2,11,8,0,1,0
"432",0.15237055928748,2.38263014633821,3,11,8,0,1,0
"433",1.60161151289316,0.827431126150125,1,12,8,0,0,0
"434",-1.5540755266799,-1.96867453930603,2,12,8,0,1,0
"435",-1.27013966275457,-1.05664732024391,3,12,8,0,1,0
"436",0.433748698090861,0.723414939512009,1,13,8,0,0,0
"437",2.59484416423481,2.4930294927506,2,13,8,0,1,0
"438",-0.990438644211443,-0.136713076899336,3,13,8,0,1,0
"439",1.80053326844551,0.471906241582065,1,14,8,0,0,0
